hashval,pangenome_classification
2660742594798668,4
2661033458306216,4
2662510725139343,4
2663218070881074,4
2663764547285959,4
2664640342432330,4
2664932158955766,4
2665171201473566,4
2666601153918045,4
2666651073863052,4
2667757504420067,4
2669447101063094,4
2671643356618608,4
2673327028046003,4
2676202849871850,4
2676544080951022,4
2677446111340044,4
2677812668335347,4
2679102904186779,4
2680123087990441,4
2680286994651024,4
2680665885021714,4
2682155617842208,4
2682300555669915,4
2683093434300384,4
2683334255194808,4
2684200227519248,4
2684545760532880,4
2685539007469161,4
2686646530970309,4
2687181392257450,4
2687193880989090,4
2687384628902101,4
2687891635667011,4
2689815763820435,4
2691674706288912,4
2692442212675118,4
2692933401664045,4
2693110572290051,4
2694986922731539,4
2695019932809935,4
2695082305232185,4
2697144046341267,4
2697362266829104,4
2698676543921922,4
2699265446105849,4
2699443626656089,4
2702510862332800,4
2702858933303753,4
2704273780478983,4
2705578314121556,4
2705790909439236,4
2707414245823574,4
2707488131346248,4
2707629364242968,4
2708790241574462,4
2708830899359399,4
2709748505873019,4
2710351401319965,4
2711559204185012,4
2713866467137817,4
2715315171445532,4
2716066315436567,4
2718705334564818,4
2718983209393205,4
2720097755295223,4
2720995941297077,4
2721284663135458,4
2723460577092202,4
2723678614297157,4
2724405875584242,4
2724902050777190,4
2725536382499595,4
2725696661426983,4
2726470102753592,4
2727966262371439,4
2728681934945370,4
2728708786207197,4
2729119744877026,4
2729758174550749,4
2730886742670212,4
2732320303044277,4
2732762598818869,4
2732984109590157,4
2733049959968979,4
2733583878682401,4
2733864237328548,4
2738439785151225,4
2738994808190215,4
2739274664462608,4
2740542686668413,4
2740846150498872,4
2743292555654631,4
2743312748745696,4
2744083751733552,4
2744152031292528,4
2744882183291990,4
2745584062620264,4
2746471987491760,4
2747126746278308,4
2748344151602959,4
2748416308928018,4
2750185018530851,4
2751949526625997,4
2752969922395628,4
2753152719941714,4
2753240942032874,4
2753241689286265,4
2756718108497004,4
2757377542514419,4
2757621387521932,4
2760274852529711,4
2760731773571766,4
2762381596184749,4
2762589456656274,4
2765555980754001,4
2766398138211748,4
2768748249169592,4
2770650338440872,4
2771492834900425,4
2771645532072429,4
2772058058227802,4
2773479832698246,4
2773747035341434,4
2773861864785265,4
2773862798811861,4
2774239696312228,4
2774348273046660,4
2774616788554753,4
2774849775057066,4
2774854297045257,4
2774975304188290,4
2775417747949541,4
2775441999162177,4
2777937649783777,4
2779219989767880,4
2780297616046618,4
2782238888842604,4
2782491581652814,4
2782632071361542,4
2783317044299544,4
2783619626685808,4
2784143918082762,4
2784315369275356,4
2784393895360377,4
2784456777539555,4
2784961871031039,4
2785480314061646,4
2787721892949066,4
2787770641127928,4
2787830384232668,4
2788296188901781,4
2789595809075508,4
2789601585192053,4
2789992215278520,4
2790064963518026,4
2790989048396346,4
2792465840402451,4
2793342067443253,4
2793993823028916,4
2794090660623692,4
2795990679904234,4
2796297220909114,4
2796949756982541,4
2797259649008727,4
2797844194270263,4
2798982573588204,4
2800114740270660,4
2801668656516902,4
2801966900922869,4
2802238586447205,4
2803944011251536,4
2804838042250255,4
2806292872395927,4
2807114133305937,4
2807430912385105,4
2808585203121176,4
2808603197435560,4
2809353946840147,4
2810030527916020,4
2810743246514290,4
2810836553171293,4
2811000977247367,4
2811080128956139,4
2813046530777723,4
2813213977552295,4
2813669605541150,4
2814702668751659,4
2814860760211851,4
2815180443956582,4
2816411622068894,4
2816485164026095,4
2816898696726597,4
2817715116499096,4
2819704922008086,4
2820172895953366,4
2820725295813336,4
2820933922336792,4
2821817794899768,4
2821849335871498,4
2822419934090612,4
2822944366907440,4
2823021166560480,4
2823112915956501,4
2823439256215463,4
2824643279965159,4
2824932266797475,4
2825033524717792,4
2827089476181418,4
2827846736165915,4
2828887907140772,4
2829812794542583,4
2830031687613044,4
2831293502399816,4
2831779171675902,4
2832097622412575,4
2832192405395032,4
2833094045382216,4
2835372090931009,4
2836373014523060,4
2837651549548859,4
2837923724877787,4
2838155120265159,4
2838396117815893,4
2839225785056442,4
2839741109717549,4
2840127947707285,4
2840717662400101,4
2841230545710978,4
2841721013298695,4
2843165701147157,4
2843178295171591,4
2843320375616253,4
2843493272298310,4
2843902195994475,4
2844521514062408,4
2844547532073644,4
2844841921961975,4
2846412761973724,4
2849609883859333,4
2850492419257597,4
2851493768483955,4
2854326571612909,4
2855410587617660,4
2855608825974713,4
2856099148592915,4
2856285478083730,4
2856427351816070,4
2857020729828952,4
2857540628741943,4
2858018325601838,4
2858220542075037,4
2858473621667127,4
2858666878161386,4
2861352594203329,4
2862471775189487,4
2864288483636643,4
2867603009361527,4
2867644889003388,4
2868320173450187,4
2868586800940129,4
2868779591948006,4
2869870220384385,4
2870117947803964,4
2872032237668808,4
2872248962051294,4
2872325696796411,4
2873405601609338,4
2873508933113018,4
2873794249188246,4
2873935589705073,4
2874278188038372,4
2875279508062465,4
2875924289013495,4
2876211149197736,4
2876316983778122,4
2878890153489054,4
2879824160253623,4
2880634399082844,4
2881291623793897,4
2882511018790790,4
2883098262155698,4
2885213759626654,4
2885502665113241,4
2885761370516016,4
2885949702951483,4
2886354883110159,4
2886935212078605,4
2887694743072689,4
2888583989327551,4
2889211320365629,4
2889556516351570,4
2889976016400051,4
2890346354853251,4
2896286947500105,4
2896314418717141,4
2898316382037335,4
2898608409223589,4
2898629959000008,4
2899752174296474,4
2899875547957576,4
2899925691446505,4
2900359375608314,4
2900811651876199,4
2902189177415957,4
2903656248893763,4
2904007516355327,4
2904768030729354,4
2906247064163137,4
2907157335523316,4
2907736507651971,4
2908194640276209,4
2909835259513453,4
2911522383754156,4
2911592788865489,4
2912644018731538,4
2912844624449427,4
2913132780967372,4
2913686230325646,4
2915875652093676,4
2916234650486819,4
2916605488302163,4
2917263029724699,4
2917936140546562,4
2918004367736127,4
2919997398222891,4
2920514460848524,4
2921363257399830,4
2922496906025545,4
2922745635195355,4
2923735331101749,4
2924536781568404,4
2924826661482007,4
2925135102764920,4
2926542709578726,4
2927861690384383,4
2929279139405101,4
2929811871132965,4
2930576934053729,4
2930975847405833,4
2930975874129373,4
2932246623584898,4
2932361367250612,4
2932403522924925,4
2933059423685548,4
2933510452144288,4
2935085459036588,4
2935655009778926,4
2935690105392705,4
2937130575282011,4
2937509751042305,4
2938254303841819,4
2938534595951652,4
2938807931652120,4
2938898662268940,4
2940044693389815,4
2940476689678873,4
2941276719886940,4
2941521492657263,4
2944133410144682,4
2944889162802525,4
2945659283137216,4
2946089721020416,4
2946872176765488,4
2947531910378444,4
2947793386112146,4
2950467426309730,4
2950992300101545,4
2951093167433033,4
2953695760324789,4
2954045298967517,4
2954348551676508,4
2954438732203585,4
2954604231828272,4
2954908488202674,4
2956058858803061,4
2956441465908603,4
2956603624537691,4
2958375339879440,4
2959080885287799,4
2959476254471310,4
2959541492015286,4
2959691289647145,4
2959866023823088,4
2961142034023729,4
2961163802240176,4
2961821507696195,4
2964104187701385,4
2964408645803695,4
2964531365102522,4
2965393042247060,4
2965633045289364,4
2965707139182918,4
2965729697707642,4
2966096482778053,4
2966365093074948,4
2966582215778557,4
2967908436639109,4
2968184140671521,4
2969031722495718,4
2969648588097687,4
2970166445422178,4
2971275680761715,4
2971376105038981,4
2971775045993785,4
2972473616109910,4
2972606173956211,4
2972805016919389,4
2972837763350223,4
2974576312504549,4
2975353925967513,4
2976084377592163,4
2977686842362384,4
2978441979404365,4
2978752931469650,4
2979304884425023,4
2980170849926400,4
2981495056735489,4
2982200501516060,4
2986661616988802,4
2988277685748287,4
2988966218355543,4
2991268992321724,4
2991654369594750,4
2992903722602207,4
2993019640286754,4
2993288780527069,4
2993608796935179,4
2994893154856417,4
2998656798767180,4
2998779576602719,4
2999441348343951,4
2999486035870173,4
3000472992202389,4
3000893424232083,4
3001396557259460,4
3001990754016620,4
3002843566363447,4
3005675922731431,4
3005717738708559,4
3005918067431515,4
3005922479307075,4
3006742094328491,4
3007225268897611,4
3007894537941958,4
3008369789073211,4
3011701302101774,4
3012371963342083,4
3012874378410294,4
3013311579410609,4
3013621232165933,4
3013741064436985,4
3014112380342845,4
3014454587124451,4
3014761529007699,4
3015166451888663,4
3015266028952006,4
3015667016648105,4
3015940544351618,4
3016256929063670,4
3017439648478415,4
3018035305051121,4
3018949048436329,4
3019051820006944,4
3019451168214726,4
3019944598685136,4
3020697959415947,4
3020987148654744,4
3021745594579336,4
3022146203555935,4
3022598777929418,4
3022611507945342,4
3022692008229971,4
3023056462348137,4
3024659607550538,4
3025029833910094,4
3025640870376664,4
3026381376842694,4
3026591994086319,4
3026899214494637,4
3028089790521494,4
3028795536111089,4
3030190284670295,4
3031497723037985,4
3031672135660816,4
3031780345784603,4
3033770138658257,4
3034564672952719,4
3036068061300923,4
3036363467668963,4
3038458638485406,4
3039542948657530,4
3040285420917269,4
3041056869902219,4
3042119907844766,4
3042794563784603,4
3044035119213005,4
3044941350798907,4
3045111224018495,4
3048040545479479,4
3048587808570842,4
3049102130323836,4
3049632597256208,4
3050146295115546,4
3052940043052651,4
3054238090151134,4
3054293966802226,4
3055260742266394,4
3056551631701841,4
3056839228528251,4
3057106994763563,4
3057374074736373,4
3058055852445669,4
3059329286786000,4
3060502443176144,4
3061996624660532,4
3062028514019103,4
3062459170430438,4
3063529016493866,4
3064742834226619,4
3064815503760616,4
3065915840906848,4
3066565761597676,4
3067149196435182,4
3067168766613280,4
3069073775203150,4
3069138020602015,4
3070801874522039,4
3071515922767030,4
3071863219964474,4
3074356453242583,4
3074960106199526,4
3076070921477420,4
3077189959823308,4
3077472718364054,4
3077539434125093,4
3077639533703808,4
3077904056123062,4
3080215382406468,4
3081574348572246,4
3081614842817616,4
3082735033876924,4
3083153073793337,4
3084791001759852,4
3085718725216435,4
3087083042408565,4
3088211040570219,4
3089461234630160,4
3089524219301143,4
3089540930390254,4
3089753560459749,4
3090433701970101,4
3090828312017157,4
3092340898255510,4
3095194458985295,4
3095373786601733,4
3095808711077219,4
3095969855516728,4
3096348955393230,4
3096547741614817,4
3097517746048303,4
3099399161600493,4
3100331813310706,4
3100843734152010,4
3101775650372235,4
3102287212590391,4
3103711086308174,4
3104181909074936,4
3107112169756074,4
3107363997317983,4
3108232460577275,4
3108488264310371,4
3108886624827013,4
3109085754862682,4
3110459765858621,4
3110771395595875,4
3111853778155472,4
3112813012758913,4
3112848808477644,4
3113310937173039,4
3113521578980140,4
3113844360296700,4
3115900175767719,4
3117355886836958,4
3117656394506800,4
3120123794510836,4
3120244654347914,4
3121454596693052,4
3121823293048828,4
3122311586290031,4
3122403145533801,4
3122791244579471,4
3126108762036491,4
3126269317726908,4
3127817980786206,4
3127845294710571,4
3128788911572891,4
3128990079975105,4
3129220764945086,4
3129523779429912,4
3129724303732383,4
3131502116871905,4
3132016426294455,4
3132242931909723,4
3132497665006084,4
3132640950629423,4
3133987881327221,4
3134021498768092,4
3134067572883575,4
3134337749885766,4
3134504284050333,4
3135246991447702,4
3136728416279703,4
3136844375767151,4
3137332572934443,4
3137641070244996,4
3137697587337723,4
3138029608213687,4
3138255854666920,4
3138328337372117,4
3138407365526138,4
3139216087717707,4
3139470119861544,4
3140102778240158,4
3140857817888072,4
3141677363342669,4
3142509089925550,4
3143752837821710,4
3144111129823912,4
3144494748344238,4
3144536419276210,4
3144654006021319,4
3145672337090445,4
3146204597736115,4
3146567515252144,4
3147170456399005,4
3147710638978547,4
3148850283475622,4
3149047050239593,4
3150472291675611,4
3151885694081673,4
3152014071107841,4
3152094744722893,4
3153608417423769,4
3153913382314092,4
3155104313964127,4
3156613712808456,4
3156802975320217,4
3156817947283482,4
3157312435632281,4
3157330987635677,4
3158342906509716,4
3158570898812130,4
3159495164541825,4
3160466407566662,4
3160565432221865,4
3160674107246147,4
3160826906646572,4
3160839732429024,4
3161654766784713,4
3162952763966464,4
3162998997421426,4
3163076894700859,4
3163258396238794,4
3163479662052289,4
3165724302529849,4
3166142069223583,4
3167916456403422,4
3169057352368568,4
3169126774555626,4
3169282645953367,4
3170874521575900,4
3172097282193752,4
3172240472973624,4
3173167506152855,4
3173595944729788,4
3174484189019803,4
3174578305681694,4
3174937334864047,4
3176141640764862,4
3176367215537695,4
3176958595571121,4
3178837037894253,4
3178861953631826,4
3178980474515508,4
3179276344026525,4
3179327804692404,4
3179413861449228,4
3179651086801637,4
3180242816763802,4
3181963765690499,4
3182515636747392,4
3182768499542968,4
3182808993638922,4
3184460447354539,4
3184755018862831,4
3186107105812977,4
3187228855618540,4
3189639773179198,4
3194888688677611,4
3197942247461565,4
3198915475573678,4
3199606324318096,4
3199956073535588,4
3202352494827979,4
3203083622445695,4
3204062120310245,4
3205296328371130,4
3206234550408703,4
3207792077724311,4
3208174711727466,4
3208238956040021,4
3208904786353084,4
3209245029857266,4
3209968103162365,4
3210733313046469,4
3211452130366004,4
3211674507398168,4
3211849647656848,4
3212450224351969,4
3212461503263301,4
3213058081047948,4
3214183038261191,4
3214695097360515,4
3215678738581536,4
3215746112551753,4
3216468645817360,4
3217258646923765,4
3217259163280335,4
3218111256085237,4
3221489372336807,4
3221851190641716,4
3222131946823282,4
3227503385242197,4
3227892753460289,4
3228975514295388,4
3231917014861970,4
3231972743570831,4
3232694897504735,4
3233525731105773,4
3234165207187934,4
3237602396115180,4
3238469375189602,4
3238617628768398,4
3240366219360187,4
3241994278138944,4
3242579733141661,4
3242899462775815,4
3243766551767598,4
3244434936379577,4
3245993740584076,4
3246277541284765,4
3246934442713778,4
3247189970397215,4
3247206275809574,4
3247523230866774,4
3247908281230196,4
3248283912097474,4
3248831843401133,4
3248900419537683,4
3249426311803559,4
3249428582781786,4
3249461512844566,4
3249620930461142,4
3250770639249424,4
3252001465179103,4
3252337705778054,4
3252358461120418,4
3252866702213104,4
3253014751747872,4
3253294263623864,4
3254851803069305,4
3255051947890088,4
3255369585644941,4
3255773122691011,4
3255878676846558,4
3256102126044526,4
3257563175787312,4
3258383594768012,4
3258431758767789,4
3258577286040075,4
3261632760941621,4
3262316046364545,4
3262476908814512,4
3264577910565859,4
3265684918421070,4
3265761930337403,4
3267676706107680,4
3268076536012601,4
3268213002483517,4
3268667019683363,4
3269891758859021,4
3270562702744195,4
3270596540963704,4
3272066383969233,4
3272884276976729,4
3274026368775615,4
3277948750218587,4
3279387855389721,4
3279555160110660,4
3279772506648274,4
3280734080947356,4
3281784642791421,4
3284995747643358,4
3285754828645277,4
3286872754406787,4
3286919873965245,4
3287347001488586,4
3287505503177743,4
3288084539645032,4
3290699513950012,4
3291416182930690,4
3293994712104536,4
3295361700003769,4
3295792627050019,4
3295870510508841,4
3298073304179712,4
3298390316396191,4
3301762268460066,4
3302884534704574,4
3304385517900133,4
3305391949825905,4
3306448731483841,4
3307097128024022,4
3307120043554916,4
3307385732302434,4
3307627496709648,4
3307644961976806,4
3310187378536245,4
3310328955051453,4
3311201419942105,4
3311432527444038,4
3314613767780653,4
3315163145585428,4
3315433368244649,4
3315744212263620,4
3315884939206000,4
3316111761845247,4
3316590913421642,4
3316676455172873,4
3316837891466677,4
3317111038649018,4
3318007348700618,4
3318889359223029,4
3319222469621277,4
3319286286570149,4
3319300638571922,4
3319876313509211,4
3320251239269802,4
3321100879341111,4
3321753051598573,4
3321855390797868,4
3322298488856211,4
3322897194597022,4
3325681324556976,4
3326279107471674,4
3326919238903048,4
3328289491565324,4
3328599330512817,4
3329536619626757,4
3329961577297932,4
3330116627600446,4
3331943151876887,4
3332734710883426,4
3333298746395723,4
3333884328221810,4
3334356972440944,4
3335104983759188,4
3336156520493199,4
3336997000933283,4
3338816309320999,4
3340557666836644,4
3340977241443333,4
3340992190195355,4
3341487704661144,4
3342479831673999,4
3342641224247829,4
3342683397756733,4
3343926166607419,4
3346879422971572,4
3347036944091199,4
3348617679457560,4
3350017999796924,4
3350687122233489,4
3352563603772208,4
3353241466830140,4
3353286127680753,4
3353506109254230,4
3353838701025710,4
3354750376843972,4
3355566074512753,4
3356256242682229,4
3356932538012713,4
3357423468848325,4
3357637967631660,4
3357953259218395,4
3358140047088446,4
3359356721098733,4
3359671490355937,4
3360199735943686,4
3360587876636068,4
3362115297661293,4
3363524846845299,4
3363559815233073,4
3364186230074545,4
3364849793326128,4
3365468930222307,4
3366213086338576,4
3366268581005800,4
3366421248114758,4
3367023411574793,4
3367884332506155,4
3368625186202729,4
3369029771041345,4
3369324893668561,4
3369640443040373,4
3370130574476998,4
3373066555302632,4
3374340049613571,4
3374505422602847,4
3374515792676726,4
3374754678198821,4
3375415306183669,4
3375624367984136,4
3375692616539412,4
3376842627864381,4
3378920420999161,4
3379308283778741,4
3379653599483984,4
3381241116637911,4
3381284683063872,4
3381384917091808,4
3381550805662718,4
3381576339820352,4
3381962126923213,4
3383370744001207,4
3383443140065213,4
3383892811458523,4
3384566967626982,4
3386156552733511,4
3386876950087971,4
3387645757719018,4
3388007509263211,4
3388993578490708,4
3391290076415017,4
3391639936222746,4
3391839501464775,4
3392121965911287,4
3392939640110143,4
3393507372162718,4
3394755344609161,4
3395073125939642,4
3395401721050083,4
3395650937387147,4
3395808744164913,4
3396057723692142,4
3399876130768250,4
3399991617171765,4
3400513254478945,4
3403491019266231,4
3404059110218635,4
3404675141591432,4
3405120501030748,4
3406936286548675,4
3407405655573583,4
3408132279048109,4
3408404967727193,4
3408642886048549,4
3408950725771143,4
3408978219330024,4
3409031868800182,4
3409293783031956,4
3409446028637284,4
3410159349661205,4
3411133098292822,4
3412891707257336,4
3414474959089111,4
3415797224553085,4
3417362371951866,4
3417935084681769,4
3419456277411838,4
3420053300990364,4
3420086867335785,4
3420334934886803,4
3420529516020349,4
3420588198791878,4
3420916616208630,4
3421362473350231,4
3421716494602484,4
3424545430556865,4
3425417619870680,4
3426899161431340,4
3428675470128064,4
3429122608988976,4
3429188350348252,4
3429674744162097,4
3429861853652417,4
3430707710700707,4
3430951403181624,4
3431113845634072,4
3435310315661382,4
3436076379997168,4
3437896798805987,4
3438789538929024,4
3438925115870504,4
3439230717657295,4
3439496181907989,4
3439613462064234,4
3440061123155927,4
3441898971516858,4
3443281761290188,4
3443683000362468,4
3443689308570694,4
3443746484322691,4
3445375081955293,4
3445713439337321,4
3447660250992066,4
3449060999443800,4
3449217936259168,4
3450713102682777,4
3451782204592106,4
3451987314159218,4
3452180593995000,4
3452710480231247,4
3453992078804508,4
3454628918938394,4
3456529991560692,4
3457157335764028,4
3458147186562081,4
3458798211695870,4
3459405233338201,4
3460088247469912,4
3460624019416015,4
3461273576844179,4
3461444665178904,4
3461488381025254,4
3462428837827159,4
3463036678806121,4
3463241111877275,4
3464514576361901,4
3466170251008960,4
3466521333468021,4
3467760896917766,4
3469440173139842,4
3470168836164882,4
3471185063856317,4
3473438883165039,4
3473544740664358,4
3476500948961660,4
3476678605706371,4
3478837763288261,4
3479685093114979,4
3480133491856049,4
3480209158674583,4
3481213951085761,4
3481691303043337,4
3482363052109019,4
3482600927173086,4
3483456075700423,4
3483978751598804,4
3484297429643465,4
3484880030093995,4
3485579460506545,4
3486316462972605,4
3486417588915087,4
3487552542404913,4
3488520354875191,4
3490096123712498,4
3490474461168036,4
3490667908760939,4
3490918987725028,4
3491140200511972,4
3491713384040820,4
3491730554500782,4
3492679623383082,4
3492978454637203,4
3493331013778702,4
3493401845956803,4
3493405776539768,4
3493554123416034,4
3495750200593267,4
3496914839337834,4
3499568783780315,4
3501446574073252,4
3503441023601038,4
3506013623801398,4
3507307056157989,4
3507964806960459,4
3508487544201363,4
3509446272654961,4
3509717506253008,4
3509855288632356,4
3510327020660000,4
3511266048838591,4
3512917620833710,4
3513806490037619,4
3515670801728842,4
3515889955005285,4
3516480855544682,4
3517752250818744,4
3518537589116603,4
3520295023472420,4
3520818063779444,4
3522165786683330,4
3523924009349577,4
3523940182203327,4
3524310709749255,4
3527083884963763,4
3528227705684181,4
3531603763817899,4
3532970060418915,4
3533127200151991,4
3533450419297206,4
3533804275290439,4
3537410325797266,4
3538026372952182,4
3539542696478198,4
3540867509705915,4
3541134809130780,4
3543261345989705,4
3544136632154910,4
3544357296669484,4
3545064539486771,4
3545262149685580,4
3545855007821193,4
3545874196861650,4
3546664934967534,4
3546712873895763,4
3547697132592353,4
3547906538141645,4
3548228240070816,4
3548589865270470,4
3549022895333307,4
3549625452832495,4
3551331328991435,4
3551768362326249,4
3552090811810587,4
3552542869070878,4
3552584620930352,4
3555837080057145,4
3556376255908399,4
3556537152618879,4
3558820773352008,4
3564230866714090,4
3566019812595882,4
3566906579041440,4
3567102830709333,4
3567255787103423,4
3568785494311814,4
3570915303984000,4
3571728904164584,4
3573336697714089,4
3573529090635097,4
3573901015741088,4
3577146019161440,4
3578425079563494,4
3578803540459826,4
3579066982485135,4
3580810151635806,4
3580847103363191,4
3582019652520276,4
3582596512305077,4
3583411984532789,4
3584819131105727,4
3585028684848757,4
3585666363194331,4
3586023388388800,4
3586543925685078,4
3588187018117679,4
3589213766837054,4
3589948401845449,4
3590178222832705,4
3590548171395174,4
3591509274997376,4
3592760295301888,4
3593917233244330,4
3598587790581015,4
3599268608422246,4
3600040383772966,4
3602541913127350,4
3602821496449187,4
3603227319422860,4
3604719865073151,4
3604795078720815,4
3605205117700979,4
3607057059848619,4
3609664968930953,4
3610710240927594,4
3611239743197744,4
3611653968194585,4
3612612579802873,4
3614315679344756,4
3614816546951833,4
3615748717784019,4
3617104977143449,4
3617597649036932,4
3618658126555834,4
3622590082945510,4
3622714498506823,4
3622772591697024,4
3622908060483510,4
3622959356780607,4
3623121959488626,4
3624482457465304,4
3624642945558752,4
3624809333926164,4
3625559402168123,4
3625753719096527,4
3626129551450487,4
3626811415629376,4
3627041887838721,4
3628142304385560,4
3628594124591570,4
3628739337478946,4
3628923923933213,4
3629410771562062,4
3629600877570370,4
3630112648226587,4
3631196048327718,4
3634042794401085,4
3635302130116186,4
3635614088019867,4
3635948541556968,4
3636428962528524,4
3636454452635543,4
3636791901913853,4
3637219730489448,4
3640286411192372,4
3640774903426919,4
3640830146152702,4
3640964487446039,4
3641995027572605,4
3642027104484832,4
3642407796671850,4
3642409800453404,4
3642893427633993,4
3643064179272096,4
3643894432724265,4
3644481975599783,4
3644580449132891,4
3645643875363388,4
3646223421593257,4
3646535139690062,4
3647496821137562,4
3647767113055988,4
3647966242647948,4
3648286114457556,4
3648686802249763,4
3648863782170982,4
3649144623866670,4
3649584624428352,4
3649778817011059,4
3653600320603400,4
3653965000207946,4
3654320883395111,4
3654866325996076,4
3654947010150126,4
3655128366825675,4
3657001830971689,4
3657812039444001,4
3658969352599461,4
3659759161778419,4
3662082517176242,4
3662658425779494,4
3663660461101287,4
3665027238771330,4
3668009058138796,4
3668159698303704,4
3668803149050934,4
3670097611782871,4
3671231196588715,4
3671540462693364,4
3672011520464269,4
3672502314241738,4
3673934648640181,4
3675304826309260,4
3675616881925539,4
3676206776626017,4
3676626753418524,4
3676804290015895,4
3677674988312973,4
3678591421337524,4
3678627287716058,4
3678905455904362,4
3679048859393455,4
3679719921066727,4
3680194674527728,4
3680266790684705,4
3680505460858897,4
3681183535155556,4
3681762753210505,4
3683992760236030,4
3686707889616822,4
3688193732593980,4
3690930475933704,4
3691408399842236,4
3691842726911366,4
3692214547712769,4
3692259081897775,4
3695226584654546,4
3695228026346605,4
3695933111229277,4
3695999587070212,4
3697203585359968,4
3697898586915530,4
3697984328335323,4
3698898836370472,4
3699370867936129,4
3700314434411360,4
3700600855917920,4
3700915804067211,4
3702669383670825,4
3703062064319957,4
3703961161867884,4
3705135444295240,4
3705270135227267,4
3705678651067795,4
3706096896173830,4
3707449912308389,4
3707610272478911,4
3708183084798613,4
3710530436526785,4
3710721333805364,4
3711125054061197,4
3711462282065330,4
3712622425779014,4
3715084365529720,4
3715163520194076,4
3715401392878892,4
3715481418364049,4
3715657863759912,4
3716348766486203,4
3716920726023514,4
3718218659425867,4
3718990519310524,4
3719084097443296,4
3719303020252185,4
3720062240751628,4
3720410626917833,4
3722325750133731,4
3724420842125643,4
3724868087555832,4
3725002620305385,4
3725327374328865,4
3725930371658423,4
3726956926839827,4
3727514014991509,4
3727573702466493,4
3727652669351448,4
3727966868278201,4
3729450230656511,4
3729483327653723,4
3729639864467464,4
3729873984510567,4
3730599997836276,4
3730854645491760,4
3731647699224022,4
3732449351158951,4
3733367127468102,4
3733739122462134,4
3734368020759791,4
3737082657070686,4
3738554005989812,4
3739040285267719,4
3739922112863830,4
3740974350647768,4
3742260325235565,4
3743678591466858,4
3744563250173017,4
3746339088068505,4
3748053751208338,4
3748121533137530,4
3748424187453196,4
3750339267664734,4
3751339583012414,4
3752285018814014,4
3752915593093438,4
3753787063765889,4
3756207441829629,4
3756396251799400,4
3757361768040184,4
3757422933050196,4
3757971916982092,4
3759131504853845,4
3760015319293645,4
3760220676595852,4
3760534350507448,4
3761910796191510,4
3762644558667815,4
3763506167034775,4
3763689527016813,4
3765219159297231,4
3765801138936261,4
3766346519413971,4
3766630791400637,4
3767650847587408,4
3768016319150543,4
3768546438996508,4
3770071414216062,4
3770356747233963,4
3771019626979594,4
3772562459724146,4
3772746516651049,4
3772963192634287,4
3774624588594720,4
3774679780032061,4
3774687825585011,4
3775089437127911,4
3776456113390202,4
3776861705448574,4
3776931558390563,4
3776955425275136,4
3777210981120583,4
3778765401958179,4
3779008706365810,4
3781145648966727,4
3781242499536627,4
3782920187265071,4
3783587977237017,4
3785708310969434,4
3786293686488152,4
3787102494754210,4
3787328966234582,4
3788652783455390,4
3789912613684169,4
3790159043163698,4
3790222447492057,4
3790832723809706,4
3791127551516632,4
3791201220121374,4
3791279361670795,4
3791661723570349,4
3791904432913271,4
3795208676061376,4
3796211498175990,4
3796506382621945,4
3798480785839379,4
3798814017630399,4
3799051211871546,4
3800268207108113,4
3800960121817939,4
3801329579855143,4
3804073527792264,4
3804086953619558,4
3805041795214618,4
3806064408071678,4
3806661835453527,4
3809822878194229,4
3811455490465599,4
3812407378282001,4
3814706014330840,4
3818703956583812,4
3819044407846173,4
3819161787772926,4
3819452246510901,4
3820354776282693,4
3820649864936729,4
3822625896467654,4
3822941324311106,4
3824706426749189,4
3825150007080673,4
3827786549938597,4
3828271816953144,4
3828607735820020,4
3829616296095924,4
3831520815710361,4
3832321776875562,4
3833981207353477,4
3834885582572789,4
3836764363549287,4
3836824516480313,4
3839559054848723,4
3839587306645705,4
3840386422016169,4
3841941818356119,4
3842762829000500,4
3843776568389717,4
3844654341668151,4
3845078084304211,4
3847043065133606,4
3847411643475551,4
3847825493825748,4
3847977251041550,4
3848612334637241,4
3850729707986518,4
3850738690314942,4
3853275944771079,4
3853476698049629,4
3853620622660468,4
3854411665023623,4
3854473040121529,4
3855695264541703,4
3857037169769477,4
3857119265896307,4
3858102465387747,4
3860325477065500,4
3860395061570706,4
3860849758604495,4
3861085214214884,4
3861170989383976,4
3861678019240689,4
3861919147738016,4
3862669073718784,4
3862861035467391,4
3863371644446693,4
3865276562300964,4
3866324707960003,4
3866589123250062,4
3867296879470911,4
3867682572358444,4
3868059383062389,4
3868980900420410,4
3869214653336429,4
3869463967878541,4
3869526783369286,4
3870066908408951,4
3870074408167840,4
3872361923139494,4
3873452406508927,4
3873472034762426,4
3873475773187975,4
3873812783155278,4
3876010729040560,4
3876548479345952,4
3877594015412201,4
3879247446998668,4
3879497699589568,4
3879893101891262,4
3879930601078131,4
3880067596224946,4
3880824470905572,4
3881070312883150,4
3883020542248620,4
3884565914028303,4
3884589584672134,4
3885017617116939,4
3886856946162394,4
3887095062901278,4
3887216419136943,4
3888820249513406,4
3888874267443003,4
3890709280995880,4
3891944629325452,4
3891953945551458,4
3892366338288448,4
3892395980829209,4
3893103815915790,4
3893361758956516,4
3893582554516248,4
3894117479047741,4
3894367898373772,4
3894928587768239,4
3895102528645493,4
3896320333998288,4
