hashval,pangenome_classification
11912125489523560,1
11966072230571796,1
12016193059828670,1
12044333687703655,1
12076209389234840,1
12077897278678745,1
12132948593572444,1
12166330355387144,1
12274678711505074,1
12363965029327095,1
12365503748535029,1
12370050760864047,1
12370110853598375,1
12424568767540259,1
12490308777326325,1
12562230587350821,1
12625309241859561,1
12691660697763628,1
12758733305262286,1
12846214798057219,1
12877431580266358,1
12895239257353099,1
12968112740101440,1
12997722016720972,1
13070660699976874,1
13070953808203109,1
13093987052727295,1
13096522448298471,1
13133987053909346,1
13176209860952143,1
13231712251682032,1
13274204124550264,1
13323851964711085,1
13356727706624794,1
13387918679090992,1
13399504664818052,1
13414070060625452,1
13426910304579468,1
13434280587158337,1
13470219626605790,1
13543406869860111,1
13753908389234594,1
13774988547095746,1
13786201617304427,1
13824568411312175,1
13852294081824636,1
13875150536883277,1
14006541358877574,1
14039284035152063,1
14057191956139792,1
14089173660370527,1
14093508430909344,1
14105157640481365,1
14201784639683163,1
14247586567250658,1
14299280771616795,1
14303991112104186,1
14308042448358943,1
14309161713600096,1
14364523829758348,1
14387567556840200,1
14420324761353096,1
14470444005912466,1
14501020747185142,1
14520732115343427,1
14541554052057086,1
14543795601435723,1
14547907901821375,1
14599802707677094,1
14623347466933462,1
14627121133722657,1
14660064852304598,1
14687474188457741,1
14701001101475635,1
14709762031851152,1
14714136367753130,1
14794190704745187,1
14807989573291361,1
15069038680828373,1
15080689700121467,1
15111958556220776,1
15127728545524232,1
15236658842545043,1
15272037315048290,1
15283902150536065,1
15348561754494868,1
15430805129157829,1
15436989041745138,1
15490345797983883,1
15642495633506024,1
15648958893719686,1
15691649230017255,1
15698145198113459,1
15709218882272814,1
15721133938068463,1
15890959570557160,1
15960344264850202,1
15988070805343069,1
16003826842961503,1
16081480416271858,1
16172042080964778,1
16216834782931912,1
16226095295338276,1
16227053142416519,1
16259789301374653,1
16307630246719034,1
16320419511317052,1
16333316876215826,1
16381013274560853,1
16399513152585470,1
16433222100227411,1
16443272812427762,1
16476883573087222,1
16477151154761652,1
16508084852857067,1
16527744391098274,1
16646327342065627,1
16676052061835289,1
16693481855994361,1
16703115499918837,1
16705185597118172,1
16713135745045682,1
16717366469381831,1
16754874584037142,1
16778587811058561,1
16849337496534909,1
16899111787954289,1
16913100449166546,1
16921307376680393,1
16941765952837188,1
16955305810185212,1
16969293145943904,1
17042541669057865,1
17084272438281840,1
17114466038871635,1
17122237397023003,1
17137766547392689,1
17174852119814165,1
17182319175621309,1
17183999911942194,1
17190732718504012,1
17211071519580968,1
17233266449168944,1
17250292092587605,1
17258346249421115,1
17290145004827868,1
17313197986754669,1
17354689971791195,1
17356303624312700,1
17376109948598724,1
17419974066579061,1
17437400798405989,1
17446409667874408,1
17507634460916722,1
17619381164294856,1
17750582443365715,1
17761425349470395,1
17783118757326471,1
17810502824580902,1
17870828344111720,1
17884064948509644,1
17940735667645126,1
17976612202961302,1
18084880514082872,1
18144546402836085,1
18218942861386615,1
18231064560841657,1
18278308662791804,1
18287355100688872,1
18308544829274363,1
18335432753561881,1
18386625191413449,1
18395805682447097,1
18402030789279908,1
18424748409677061,1
16507002026010,2
30871091963761,2
62916152022400,2
126289317034844,2
148984570663080,2
190736160206406,2
368650771948825,2
412953021882385,2
425094589997268,2
468859661548732,2
528153570444956,2
545885674569265,2
566898565311621,2
594857895382862,2
622820784378614,2
682550409917488,2
713399667498502,2
723768564913857,2
943908953388085,2
947258111370478,2
1078878531875385,2
1089364510433127,2
1119245928375985,2
1153898137140140,2
1157997695921748,2
1161643941737260,2
1161896433557134,2
1191375839686647,2
1225478255419550,2
1283080898672132,2
1331487970414940,2
1395256518232167,2
1416341323514475,2
1416693667096101,2
1429553673691854,2
1446773123643804,2
1482348439850506,2
1488262899340300,2
1493544121258451,2
1495694014880522,2
1609039107647228,2
1624711356594307,2
1676097447894248,2
1688273258576248,2
1693983602837552,2
1755829542700623,2
1770337012538019,2
1782092430900238,2
1830698930640401,2
1907801727055304,2
1977656782277422,2
2042016272782188,2
2048058778498211,2
2056536639233303,2
2057067157677594,2
2074205740683973,2
2111769204208507,2
2139950865826951,2
2244970060260323,2
2258054084040657,2
2325922547392936,2
2327485449375555,2
2380116663064922,2
2425646157007456,2
2440977113278637,2
2457807861292849,2
2458375273771183,2
2477809329099377,2
2541101933623694,2
2558071263017797,2
2584762901167860,2
2606167192229893,2
2674482467544000,2
2678047996020872,2
2749217809700342,2
2765776240099165,2
2825530278720228,2
2907194378388070,2
2940048469187307,2
2957002455988928,2
2970432090268191,2
3026079075293408,2
3094284788852100,2
3115124351033843,2
3160242786190826,2
3185570424104412,2
3224211890555867,2
3232624039704310,2
3263338521050210,2
3383318692303114,2
3425022996721868,2
3464764624704674,2
3524897257631741,2
3545145214206643,2
3556823173625086,2
3591426092367681,2
3646107462370801,2
3675798492245573,2
3743370941972590,2
3830005944475820,2
3846572608492556,2
3892746219854993,2
4012534605830617,2
4168193651115142,2
4179717417602219,2
4184190200779967,2
4203388570957397,2
4270977430797446,2
4286155198358330,2
4320143350054981,2
4442813956772827,2
4558456441955259,2
4566204967093170,2
4643737875388225,2
4704358285568317,2
4722422130632477,2
4735565566377265,2
4746907975227816,2
4753819797877922,2
4789565681381219,2
4868760454415483,2
4906290940957146,2
4944098616973426,2
4987725104755599,2
5106759690613668,2
5186724648358261,2
5192873074274407,2
5233412578101962,2
5248002999171169,2
5249754722358561,2
5372004814557092,2
5588304593132908,2
5595024541833538,2
5610296857060353,2
5656749110012694,2
5664889946706045,2
5667143079783454,2
5672819814035696,2
5736355530136669,2
5849391889403363,2
5853129462778679,2
5858382647197867,2
5872383630555201,2
5879423816213440,2
5883242842780252,2
5885463564555097,2
5890722655515292,2
5901589839568992,2
5998062575680230,2
6067457166528407,2
6110136532346196,2
6162113173833841,2
6323582655772943,2
6336955483642626,2
6365632519191792,2
6484249815141225,2
6485476920675785,2
6522339910429654,2
6531070581041310,2
6560809008561780,2
6599307809832294,2
6650953104395195,2
6660302223838307,2
6828819648718400,2
6839846058195336,2
6843950919794196,2
6851620781545084,2
6977851252196248,2
6988798264280666,2
7031445862020635,2
7060008244102249,2
7067633694552674,2
7076177720575453,2
7077154620984648,2
7124845603317714,2
7128273710619007,2
7136231116758052,2
7183574271702011,2
7202938186218055,2
7251830335050838,2
7267977776036534,2
7345987770533330,2
7382938321514920,2
7447889056636354,2
7463673565301627,2
7471196301345352,2
7560269794710922,2
7581516992943817,2
7599722043968662,2
7762262374519613,2
7818944683318190,2
7824584865640174,2
7858911854796739,2
7949045403752492,2
8030992270893071,2
8034911120152805,2
8042114919799519,2
8060149591785505,2
8347649493815380,2
8376014341916903,2
8410988454874271,2
8439145990767152,2
8450524178764707,2
8465930282392949,2
8479260746643377,2
8531221942951612,2
8538928450082086,2
8546849261124235,2
8581248127062852,2
8661816998609832,2
8683303975108357,2
8708750328985565,2
8711449252102866,2
8721012744970369,2
8735401884877179,2
8775148021277844,2
8849604422452471,2
8876216445302107,2
8961241930366402,2
9076754950625264,2
9128988240685962,2
9147474671955880,2
9276776041781589,2
9282673101524449,2
9301934756536266,2
9326728753168980,2
9357935698697271,2
9364227507083339,2
9371679365842696,2
9387034404798867,2
9417240739256004,2
9489643959868046,2
9606256061795822,2
9677090617672875,2
9829894131380922,2
9866523523188165,2
9915003479937765,2
9938542157514516,2
9947412012118888,2
9957627364491572,2
10148673557343421,2
10206827550066487,2
10312592272783186,2
10346481139691497,2
10352973648377824,2
10396412120934674,2
10448726355156124,2
10452970523098539,2
10455690533279998,2
10488435763184776,2
10498398777625699,2
10510088792550110,2
10556709491935254,2
10558737481055541,2
10599139446529831,2
10693136774229970,2
10724705260212946,2
10751867910996576,2
10807260334979157,2
10813050168466727,2
10820121776591321,2
10874590411611568,2
10887508773862658,2
11001844721049417,2
11026725979162301,2
11035220810990039,2
11079257503385187,2
11161764059890556,2
11256129000970178,2
11286061828682347,2
11306637183980524,2
11339577617715450,2
11349313000328957,2
11376360758891179,2
11412505857582934,2
11433949638024822,2
11530161974005685,2
11557534064745424,2
11585240431808250,2
11619830182769508,2
11641736058598149,2
11647091703983082,2
11658661865715456,2
11666999817600424,2
11690589378183540,2
11722941409595659,2
11746195411253490,2
11753556782973840,2
11767565576146281,2
11773556103694874,2
11790986524197134,2
11955574994047281,2
11956140826070553,2
11969690408735815,2
12049583239896400,2
12168980875120456,2
12217570459779353,2
12432047491860686,2
12437128456433647,2
12439537686989784,2
12539408172898152,2
12595343451460157,2
12626469286538380,2
12682057901585674,2
12723534795145336,2
12723539003118862,2
12724627675255497,2
12780258516198210,2
12780314025679815,2
12788668592333655,2
12804882999311663,2
12922746775041906,2
12972434563767626,2
12975367403899202,2
12985444385312670,2
13027419287074235,2
13099664675824310,2
13156233589730209,2
13182688287443560,2
13238393279444180,2
13291476760267556,2
13296450321199516,2
13368068375628168,2
13384712028592864,2
13427832441765771,2
13473175095753763,2
13513694784873546,2
13517245085190772,2
13567366788510543,2
13590622859634597,2
13621887295720057,2
13624530343775718,2
13693104523922742,2
13793920769150627,2
13800683103262669,2
13969505672441645,2
14030643892026780,2
14031614944071275,2
14086866755462844,2
14148003474608824,2
14319536489224731,2
14343379165580690,2
14352582779017986,2
14450227469386465,2
14455677883191131,2
14459699827710803,2
14467855134276071,2
14554337071456128,2
14563434629059342,2
14604184757364177,2
14651887622103017,2
14842406123946548,2
14914636273303377,2
14934601968412429,2
14977802322899933,2
15001745309738482,2
15105028083825256,2
15106865452677494,2
15162590063742228,2
15184954241393520,2
15265179695624981,2
15282532342497181,2
15310159203107227,2
15367393309018940,2
15412935546024164,2
15432230967585124,2
15437526395049184,2
15499380862363722,2
15518823085490071,2
15588998083803105,2
15598534853512538,2
15608559570259745,2
15624242094121851,2
15682054789359520,2
15700918097625581,2
15803311323151823,2
15834173298619017,2
15922862535101620,2
15997179435105362,2
16045236135023008,2
16117151552152607,2
16140232783345269,2
16226543604049271,2
16241309381064646,2
16244591645318574,2
16267659556954757,2
16285584701997498,2
16298798594445092,2
16299306794634600,2
16366194131902527,2
16372175196286904,2
16380344525180964,2
16455195838217347,2
16530862019607067,2
16647133987588659,2
16690200256572015,2
16759520545773664,2
16778332886821820,2
16810953652837007,2
16846573149133528,2
16878074557478644,2
17009662800330295,2
17023831249435058,2
17087828658807838,2
17090301805091763,2
17118285040642088,2
17145295525706409,2
17176554035118671,2
17240514176555945,2
17260026672966381,2
17290248651174778,2
17362038854154388,2
17415711734650367,2
17561700140813442,2
17609030487539619,2
17647053596437515,2
17652492949511827,2
17654163785442552,2
17664963495680256,2
17689408634700673,2
17747318748310341,2
17783498180614072,2
17843552513835468,2
17848125014543177,2
17853557841360181,2
17890929296037459,2
17903284930467186,2
17914141217216157,2
17948270900551018,2
17964216562942416,2
18057384525823218,2
18092558751658677,2
18121775168835204,2
18138789196103036,2
18181641538607796,2
18246702160236610,2
18272665962872411,2
18303779015171645,2
18356037190054620,2
2811092639951,3
5835156722544,3
12747921740537,3
21039258205014,3
21717274000915,3
33433243706178,3
48853009078730,3
55685319718892,3
59510808730810,3
60588464372039,3
80221196064707,3
81741957015822,3
89066649880552,3
98666427433596,3
99862605956125,3
102250327407191,3
129326117078752,3
134447283209348,3
138291576875894,3
142450458137434,3
146542951650776,3
149041170976425,3
155155266550172,3
159718175791980,3
174827913474824,3
176676255689711,3
179609638697237,3
182563649822402,3
182890428133119,3
185852339805184,3
190521694232529,3
200906327956010,3
201525981313578,3
204183311639489,3
204555442005722,3
211562101510632,3
214167601878412,3
224562227862921,3
235940380749612,3
238695031572036,3
244835380581147,3
246650705034230,3
246957706182801,3
253671822316028,3
261384209185465,3
264722933874036,3
271895758181309,3
276859674425849,3
281507017345829,3
287677624851367,3
288614999391432,3
300294627624467,3
301318474740622,3
302620240559461,3
309371633473168,3
319861750384601,3
325285704414922,3
327831547045902,3
351863839737517,3
357966785485872,3
361726729067378,3
367847645385167,3
372810314258143,3
378794380310816,3
382418306606269,3
382754920986064,3
392064079438484,3
401047760006689,3
406144409124685,3
412692098004273,3
417726115989054,3
426093829018293,3
428863786062136,3
446113892010955,3
461820608974422,3
463717287630116,3
463988656774189,3
466423413163369,3
480073331700649,3
484432491226808,3
485426902987961,3
491273681813029,3
491750434249600,3
497926118793955,3
501765988285812,3
503877021356926,3
522432947970309,3
522538305263615,3
530697228330746,3
533179673187850,3
535228353833311,3
536987376349035,3
542898707311212,3
543587562456397,3
547787242965910,3
552312389261852,3
555757622315658,3
565337752747306,3
570754482204765,3
571919314209331,3
577942215249259,3
580314746880031,3
588408150199514,3
588500171270054,3
609832700347792,3
612264800671278,3
617241551184479,3
628182445224332,3
635808807079317,3
637192792637885,3
637219480115343,3
645818777534610,3
656875234440691,3
661123270230343,3
668961364067277,3
672314245527819,3
675349988948380,3
680887646189889,3
685827047552112,3
687266709485990,3
691812947023268,3
698961421891383,3
701129525481963,3
711438714285979,3
718033391399518,3
729853976244798,3
731662820242345,3
735608140871633,3
750894821835889,3
756098626493377,3
761039356711384,3
764737461872214,3
776318860948886,3
777488610385944,3
781843401150506,3
788245674015989,3
788877078439696,3
800804905447546,3
805754139895526,3
808859309813590,3
821502440884210,3
822657177702516,3
827909493715870,3
830412615983847,3
836364272609510,3
861016775017372,3
861615553422248,3
873944068303145,3
887371520662659,3
890853526435337,3
893920009857627,3
895644893130107,3
902003052580047,3
905375120115675,3
909549738622590,3
922902811841232,3
936561142498642,3
938414295900940,3
943756731332984,3
948278746265733,3
965682454988468,3
966528179847494,3
971458189443333,3
980192377581737,3
987721871960144,3
989393773124170,3
1014626931059816,3
1022178267310470,3
1024306123714671,3
1033463227004009,3
1036981817852121,3
1042733479076950,3
1062554668481999,3
1064760146811912,3
1066777066458171,3
1074998931083718,3
1075553137586277,3
1078580718172907,3
1081764188020592,3
1081877154244292,3
1084927561990343,3
1084991773074894,3
1087115423389684,3
1091011689310762,3
1105324474332401,3
1106613983824549,3
1111585020932136,3
1119692652113971,3
1121119629098687,3
1126120507856456,3
1132049036620184,3
1134058766798873,3
1140890132440808,3
1145706635415866,3
1145850253391098,3
1145906097147760,3
1146342039266541,3
1154670003610996,3
1160771920611340,3
1160979557417610,3
1173685348799117,3
1175895412843492,3
1176897252412100,3
1179365743331831,3
1179853205326229,3
1187495694513104,3
1203721602304474,3
1204730805973600,3
1207950212052220,3
1216512924395357,3
1229323331135555,3
1232619153714541,3
1235945546258649,3
1236120105019975,3
1243299809374123,3
1244019819877420,3
1250263315311575,3
1269014013888598,3
1270500885613887,3
1270712569361460,3
1291842729376484,3
1293658574762536,3
1306151527980570,3
1306303399804389,3
1315640233781739,3
1316184832954114,3
1326901137584063,3
1342972822501046,3
1344557829907381,3
1344770396521397,3
1346064310008150,3
1352238346142976,3
1352264870050732,3
1354676423032244,3
1361810777944673,3
1362833882850841,3
1366774717496481,3
1377934956878530,3
1382279770260648,3
1385606251769662,3
1388946691516348,3
1389405659925650,3
1392323684422876,3
1395575685206497,3
1398260960694769,3
1399044717946514,3
1407021938501340,3
1408644464971408,3
1413343963994108,3
1422283357183322,3
1424288239020493,3
1427970556619490,3
1436172452979628,3
1451995362095495,3
1454028474020123,3
1456418115249904,3
1457767986973711,3
1472140605726409,3
1474292024128555,3
1475012271075214,3
1475703203279721,3
1481142519288914,3
1484550393172099,3
1489643190397904,3
1491468258658037,3
1491749436050656,3
1499287025800701,3
1504071025143572,3
1520289018136965,3
1521785642162823,3
1522032416010552,3
1537478444539969,3
1544996751617778,3
1545367875068554,3
1550480572608803,3
1564799010921492,3
1565232860459769,3
1568399346390578,3
1575150715062308,3
1575779094812660,3
1580494359300905,3
1583192607214251,3
1589490033721157,3
1590371255477641,3
1594145542625363,3
1595694199616721,3
1599409779588281,3
1600742334472232,3
1605328552153663,3
1606639050507305,3
1612834340820464,3
1616661015203930,3
1627969479441602,3
1629500413704465,3
1634410348684057,3
1646166173448696,3
1654241940590660,3
1654885523667524,3
1658271238146972,3
1668046387525417,3
1670610173796714,3
1675700233498719,3
1676353215771334,3
1679042019074637,3
1679931415419451,3
1682986972439187,3
1683775900147345,3
1696640931752705,3
1719399651705021,3
1724986266026747,3
1736153118391925,3
1741296613199994,3
1748701845034947,3
1760615926813851,3
1768982842123782,3
1769354950022966,3
1771806625397312,3
1773559288619367,3
1775710278519012,3
1781277452943510,3
1788270802192188,3
1792341133835670,3
1796384954427222,3
1796848165292448,3
1797567803346539,3
1800272114349217,3
1803145046163340,3
1810029799020163,3
1827034481916597,3
1828643062824966,3
1831462615172894,3
1834954863841639,3
1849525917760227,3
1866790497738998,3
1868121009180250,3
1876749988408409,3
1881554392646811,3
1882811496411475,3
1884884470696150,3
1899177828598784,3
1900981709110600,3
1903724280528126,3
1911268496172151,3
1911898430030691,3
1915626633905487,3
1922397402901660,3
1926553040309567,3
1946296425361220,3
1947702973808903,3
1950908229285338,3
1958966844171599,3
1967915848885979,3
1968279077123438,3
1971463245257990,3
1971926701273099,3
1973313905202930,3
1975751833376589,3
1976696905156656,3
1977842564494857,3
1987124852345963,3
1987364106951032,3
1989750331488561,3
1992624847936780,3
1992780722342139,3
1994841613394842,3
2025798018625240,3
2038784043078614,3
2042576748252643,3
2053361267011384,3
2057312027699403,3
2060704888118378,3
2078232901130088,3
2080973956004224,3
2088978771068376,3
2103141129598247,3
2113474402329586,3
2113906090090913,3
2114413806548019,3
2116304460972129,3
2116514495252350,3
2146397925882393,3
2147636675012983,3
2148289874126447,3
2158914751499166,3
2163612440468770,3
2166090845290962,3
2183496440138171,3
2186892522594321,3
2186986809928784,3
2201963857248439,3
2206924447677169,3
2208380340079623,3
2211502339404513,3
2220118694083318,3
2222873265271154,3
2232355768601732,3
2232359538423829,3
2235311116193299,3
2245170911846211,3
2246639019285614,3
2247351256074327,3
2254738283001464,3
2259367953736757,3
2262365445389193,3
2264565809364253,3
2277300777603614,3
2281167081160902,3
2281271560998554,3
2292185316715465,3
2295106937418104,3
2296180386019027,3
2297121772612477,3
2301193860057632,3
2303067044735944,3
2304181588357553,3
2311740288123653,3
2316615000669935,3
2319344462778862,3
2333318775360782,3
2341884665327088,3
2345893891304534,3
2349783142015909,3
2352947954119660,3
2377482793922170,3
2378255945415227,3
2381727456873597,3
2382501231609140,3
2388161892537529,3
2388480253605030,3
2393647989430101,3
2402504532117913,3
2402564935673010,3
2406499893630529,3
2407062101100944,3
2440639112992295,3
2445458474806562,3
2445930437562084,3
2451045275478968,3
2454201236759406,3
2456691723025238,3
2456812108842806,3
2458007767465669,3
2464288463381421,3
2465651850964736,3
2472956943574029,3
2474571050499061,3
2488624814857550,3
2493142557949591,3
2493657481928965,3
2494263158519719,3
2500140131388561,3
2509709343767045,3
2516661767843882,3
2523081482116532,3
2532007759767478,3
2539755502940540,3
2544314727654338,3
2545309161279920,3
2549316474368646,3
2567559583003479,3
2570010303823640,3
2580145770168856,3
2582578060747641,3
2593420733495998,3
2598277598323275,3
2603153996901481,3
2606125833914481,3
2611661247196516,3
2636175494215896,3
2644893692412294,3
2649175776717203,3
2657166356062624,3
2665733866025923,3
2671985068270739,3
2675546371369790,3
2677015896928397,3
2678467682806813,3
2679414035400338,3
2680696377990765,3
2683673638799370,3
2683981585678455,3
2687147634341228,3
2692568232647470,3
2705841412641409,3
2712977333244660,3
2723979667699569,3
2727082465744592,3
2728293003183735,3
2733190497678154,3
2735751757965975,3
2738578942415641,3
2747807722248296,3
2755545064982310,3
2771113513786675,3
2775346673805262,3
2779122358564425,3
2781630128692782,3
2782937536606418,3
2783374789692104,3
2787915566461351,3
2788427585765792,3
2794023309398691,3
2799668294501175,3
2804722185378913,3
2805162022737275,3
2808830008608816,3
2842102159551819,3
2847903313501936,3
2853016546974010,3
2858035430708708,3
2864496971744073,3
2865278763678843,3
2879809707963722,3
2880646729991081,3
2886036682012143,3
2889118998351397,3
2890571968945237,3
2891379950957484,3
2895395161481406,3
2900283038538217,3
2925535374277867,3
2927750185283771,3
2933086547905752,3
2934704974389912,3
2943060822341258,3
2949378580585513,3
2962024409519684,3
2965701079579755,3
2968145461877194,3
2981834562573820,3
2983920388958573,3
2984924984641437,3
2995095176094178,3
2999808499101652,3
3002626445415714,3
3003138532844773,3
3005603944364657,3
3007777451077707,3
3015446538904682,3
3021882021020925,3
3023862591138964,3
3034858894434556,3
3037713974075112,3
3040919607227715,3
3043395316813081,3
3072084156231903,3
3074828352203821,3
3075962437247949,3
3083931990182265,3
3087316266204907,3
3102071137212729,3
3110419437679265,3
3113235749126164,3
3114703972244991,3
3119277749237370,3
3119814614432721,3
3133587284080108,3
3141673711550387,3
3157215242961399,3
3159464577917426,3
3167439970801427,3
3175962026920649,3
3179194485302847,3
3190492063913916,3
3192942352763611,3
3195022199396443,3
3195530802020036,3
3199919529683810,3
3200575512231189,3
3208691624756095,3
3210592571899460,3
3217454438760508,3
3227695960605078,3
3228705592087153,3
3229231299092911,3
3232199405072758,3
3232715035163866,3
3233658940415351,3
3237674930179475,3
3238875491568518,3
3240212894815285,3
3242020425258306,3
3251433227359388,3
3252634999660497,3
3254488904298449,3
3261343492068799,3
3295631001392510,3
3298042827612915,3
3301859374654647,3
3304937539987346,3
3308086096842021,3
3310708360438600,3
3313923647547033,3
3341110419066245,3
3346069082059400,3
3346999860290058,3
3354725957630634,3
3361875511867089,3
3364314897725168,3
3369521189077678,3
3370299293616004,3
3372257003809301,3
3375662632298256,3
3380372483675111,3
3389467836792417,3
3397356061790046,3
3410554134312848,3
3415993242998005,3
3419261829773722,3
3420558848017463,3
3435901047975368,3
3437707397294488,3
3441841359797474,3
3451024328274999,3
3463774458419484,3
3466379626731896,3
3470854287522402,3
3472513658797293,3
3480923133439890,3
3494514684743018,3
3497712086877220,3
3506932164508227,3
3507070593170330,3
3507111331609705,3
3524601430798283,3
3528713554424411,3
3534879496084019,3
3535508514690259,3
3539224264825695,3
3540603517460791,3
3540820355875140,3
